x_m,y_m,n_Cu_m3,S_iz_Cu_m3_s,Bx_T,By_T,Bmag_T
-0.23812499999999998,0.140625,9.192204424881893e+16,4.4423876291863876e-21,-3.0465457033301013e-05,-0.0014623244475376823,0.0014626417654157958
-0.23812499999999998,0.14687499999999998,1.3022289601916013e+17,3.920574140494906e-21,-2.8187954531281063e-05,-0.0014629506502774822,0.0014632221861111748
-0.23812499999999998,0.153125,1.3022289601916013e+17,3.4600729719581175e-21,-2.602583197651323e-05,-0.0014636398562306314,0.0014638712281744228
-0.23812499999999998,0.159375,9.192204424881934e+16,3.0536755845946918e-21,-2.397750680071291e-05,-0.001464383476082043,0.0014645797642513381
-0.23812499999999998,0.16562499999999997,1.7618391814356954e+17,2.6950218471274825e-21,-2.2040903368059986e-05,-0.0014651734228442155,0.0014653391963741073
-0.23812499999999998,0.171875,1.3788306637322837e+17,2.3785000237840654e-21,-2.0213519450590548e-05,-0.0014660021245993006,0.0014661414719249445
-0.23812499999999998,0.17812499999999998,1.0724238495695541e+17,2.0991585762248666e-21,-1.8492489796342355e-05,-0.0014668625302670143,0.0014669790914938821
-0.23812499999999998,0.18437499999999998,1.6852374778950205e+17,1.852628381050574e-21,-1.6874646261907756e-05,-0.0014677481091944283,0.001467845109584211
-0.23812499999999998,0.190625,1.838440884976378e+17,1.6350541300848225e-21,-1.535657411575228e-05,-0.0014686528453622073,0.0014687331291147075
-0.23812499999999998,0.19687499999999997,1.3022289601916013e+17,1.4430338267666147e-21,-1.3934664241218809e-05,-0.0014695712269833243,0.001469637290641738
-0.23812499999999998,0.203125,1.5320340708136483e+17,1.2735654208216048e-21,-1.260516107741991e-05,-0.0014704982322380257,0.001470552257181276
-0.23812499999999998,0.20937499999999998,1.9150425885170605e+17,1.123999736947284e-21,-1.1364206231655422e-05,-0.0014714293118459885,0.0014714731954550973
-0.23812499999999998,0.21562499999999998,1.302228960191607e+17,9.91998953344017e-22,-1.0207877778569185e-05,-0.0014723603691261383,0.001472395754320828
-0.23812499999999998,0.221875,1.3022289601916013e+17,8.754999741422213e-22,-9.132225329362972e-06,-0.0014732877381390412,0.0014733160410754776
-0.23812499999999998,0.22812499999999997,1.685237477895013e+17,7.726821175205514e-22,-8.133301009731643e-06,-0.001474208160448392,0.001474230596249429
-0.23812499999999998,0.234375,1.6086357743543306e+17,6.819386098217281e-22,-7.207186528709746e-06,-0.0014751187609788159,0.0014751363674350032
-0.23812499999999998,0.24062499999999998,2.451254513301848e+17,6.018514363466279e-22,-6.350016553423513e-06,-0.0014760170233885117,0.001476030682622455
-0.23812499999999998,0.24687499999999996,1.838440884976378e+17,5.311691527098859e-22,-5.55799862799587e-06,-0.001476900765318456,0.0014769112234481088
-0.23812499999999998,0.253125,1.9916442920577427e+17,4.687873075239817e-22,-4.827429889769258e-06,-0.0014777681138258866,0.0014777759986952892
-0.23812499999999998,0.25937499999999997,1.302228960191607e+17,4.1373116849507105e-22,-4.15471084377862e-06,-0.0014786174812593045,0.0014786233183295215
-0.23812499999999998,0.265625,2.144847699139098e+17,3.651404804253471e-22,-3.5363564581709185e-06,-0.001479447541785695,0.0014794517682955178
-0.23812499999999998,0.271875,1.7618391814357034e+17,3.2225601570724104e-22,-2.9690048401006437e-06,-0.001480257208738382,0.0014802601862549997
-0.23812499999999998,0.27812499999999996,1.6086357743543235e+17,2.8440770617874696e-22,-2.449423744510962e-06,-0.0014810456129159698,0.0014810476384013852
-0.23812499999999998,0.284375,1.6852374778950205e+17,2.510041701397759e-22,-1.974515158022986e-06,-0.0014818120819291747,0.001481813397449687
-0.23812499999999998,0.29062499999999997,2.144847699139117e+17,2.215234703057728e-22,-1.5413181876828659e-06,-0.0014825561206629053,0.0014825569218673523
-0.23812499999999998,0.296875,1.9916442920577338e+17,1.955049578484732e-22,-1.147010470229013e-06,-0.0014832773928954862,0.0014832778363839492
-0.23812499999999998,0.303125,1.3788306637322898e+17,1.7254207475413075e-22,-7.889083024279301e-07,-0.0014839757040952068,0.0014839759137941473
-0.23812499999999998,0.30937499999999996,1.6086357743543235e+17,1.522760017894473e-22,-4.6446567736189484e-07,-0.0014846509853961136,0.0014846510580490003
-0.23812499999999998,0.315625,1.6852374778950205e+17,1.3439005264485963e-22,-1.7127239574105243e-07,-0.0014853032787398592,0.0014853032886146889
-0.23812499999999998,0.32187499999999997,9.192204424881934e+16,1.186047265351417e-22,9.294859432488578e-08,-0.0014859327231581429,0.0014859327260652198
-0.23812499999999998,0.328125,1.1490255531102314e+17,1.0467334186470502e-22,3.3034449087295926e-07,-0.0014865395421605288,0.0014865395788657351
-0.23812499999999998,0.334375,1.302228960191607e+17,9.237818267345316e-23,5.429364413232825e-07,-0.001487124032184894,0.0014871241312956482
-0.23812499999999998,0.34062499999999996,1.5320340708136554e+17,8.152709761302159e-23,7.326237456152374e-07,-0.0014876865520621707,0.00148768673245552
-0.23812499999999998,0.34687499999999993,2.22144940267978e+17,7.19504982899405e-23,9.011883624375321e-07,-0.0014882275134431066,0.0014882277862980238
-0.23812499999999998,0.35312499999999997,2.144847699139117e+17,6.349871006375962e-23,1.050299633819322e-06,-0.001488747372132256,0.0014887477426213005
